nct_id,historical_first_results_label_version,first_results_attempt_version,first_results_posted_version,pre_episode_posted_version,results_episode_id,first_results_date,first_results_date_source,first_results_history_version_date,first_results_attempt_pcd,first_results_attempt_pcd_type,first_results_pcd,first_results_pcd_type,pre_first_results_pcd,pre_first_results_pcd_type,current_pcd,current_pcd_type,history_versions,posted_history_versions,review_not_passed_versions,pair_id,group
NCT04732494,10,10,10,9,NCT04732494:v10-v10,2024-12-23,resultsFirstSubmitDate,2024-12-23,2023-02-01,ACTUAL,2023-02-01,ACTUAL,2023-02-01,ACTUAL,2023-02-01,ACTUAL,11,11,0,137,nonfda_control
NCT05192200,15,15,16,14,NCT05192200:v15-v16,2024-11-12,resultsFirstSubmitDate,2024-11-12,2023-11-20,ACTUAL,2023-11-20,ACTUAL,2023-11-20,ACTUAL,2023-11-20,ACTUAL,17,16,1,138,fda_proxy
NCT05116085,11,11,11,10,NCT05116085:v11-v11,2025-12-22,resultsFirstSubmitDate,2026-01-28,2023-09-26,ACTUAL,2023-09-26,ACTUAL,2023-09-26,ACTUAL,2023-09-26,ACTUAL,12,12,0,138,nonfda_control
NCT02034110,81,81,81,80,NCT02034110:v81-v81,2022-07-04,resultsFirstSubmitDate,2023-07-24,2021-12-10,ACTUAL,2021-12-10,ACTUAL,2021-12-10,ACTUAL,2021-12-10,ACTUAL,82,82,0,139,fda_proxy
NCT03463876,7,7,7,6,NCT03463876:v7-v7,2023-04-18,resultsFirstSubmitDate,2026-02-13,2021-03-10,ACTUAL,2021-03-10,ACTUAL,2021-03-10,ACTUAL,2021-03-10,ACTUAL,8,8,0,139,nonfda_control
NCT04467840,48,48,51,47,NCT04467840:v48-v51,2023-01-28,resultsFirstSubmitDate,2023-01-28,2021-07-18,ACTUAL,2021-07-18,ACTUAL,2021-07-18,ACTUAL,2021-07-18,ACTUAL,53,50,3,140,fda_proxy
NCT04109547,55,55,55,54,NCT04109547:v55-v55,2022-09-21,resultsFirstSubmitDate,2023-09-04,2021-09-23,ACTUAL,2021-09-23,ACTUAL,2021-09-23,ACTUAL,2021-09-23,ACTUAL,57,57,0,140,nonfda_control
NCT03219320,10,10,11,9,NCT03219320:v10-v11,2020-05-15,resultsFirstSubmitDate,2020-05-15,2018-11-02,ACTUAL,2018-11-02,ACTUAL,2018-11-02,ACTUAL,2018-11-02,ACTUAL,12,11,1,141,fda_proxy
NCT03295318,5,5,5,4,NCT03295318:v5-v5,2021-08-10,resultsFirstSubmitDate,2021-08-10,2018-08-31,ACTUAL,2018-08-31,ACTUAL,2018-08-31,ACTUAL,2018-08-31,ACTUAL,7,7,0,141,nonfda_control
NCT06259331,2,2,4,1,NCT06259331:v2-v4,2024-05-10,resultsFirstSubmitDate,2024-05-10,2023-09-20,ACTUAL,2023-09-20,ACTUAL,2023-09-20,ACTUAL,2023-09-20,ACTUAL,5,3,2,142,fda_proxy
NCT04524442,24,24,24,23,NCT04524442:v24-v24,2024-11-09,resultsFirstSubmitDate,2025-01-23,2023-11-18,ACTUAL,2023-11-18,ACTUAL,2023-11-18,ACTUAL,2023-11-18,ACTUAL,25,25,0,142,nonfda_control
NCT03904043,26,26,26,25,NCT03904043:v26-v26,2025-05-27,resultsFirstSubmitDate,2025-05-27,2024-08-21,ACTUAL,2024-08-21,ACTUAL,2024-08-21,ACTUAL,2024-08-21,ACTUAL,29,29,0,143,fda_proxy
NCT07337135,1,1,1,0,NCT07337135:v1-v1,2026-01-15,resultsFirstSubmitDate,2026-02-22,2024-04-19,ACTUAL,2024-04-19,ACTUAL,2024-04-19,ACTUAL,2024-04-19,ACTUAL,2,2,0,143,nonfda_control
NCT04565990,43,43,43,42,NCT04565990:v43-v43,2024-10-28,resultsFirstSubmitDate,2024-10-28,2023-11-10,ACTUAL,2023-11-10,ACTUAL,2023-11-10,ACTUAL,2023-11-10,ACTUAL,49,49,0,144,fda_proxy
NCT03748953,26,26,26,25,NCT03748953:v26-v26,2024-11-28,resultsFirstSubmitDate,2025-03-19,2023-12-06,ACTUAL,2023-12-06,ACTUAL,2023-11-29,ACTUAL,2023-12-06,ACTUAL,27,27,0,144,nonfda_control
NCT02824627,6,6,10,5,NCT02824627:v6-v10,2022-02-28,resultsFirstSubmitDate,2022-02-28,2021-08-10,ACTUAL,2021-08-10,ACTUAL,2022-01,ESTIMATED,2021-08-10,ACTUAL,12,8,4,145,fda_proxy
NCT02788773,25,25,25,24,NCT02788773:v25-v25,2022-10-05,resultsFirstSubmitDate,2023-08-25,2021-11-22,ACTUAL,2021-11-22,ACTUAL,2021-11-22,ACTUAL,2021-11-22,ACTUAL,32,32,0,145,nonfda_control
NCT06186960,3,3,6,2,NCT06186960:v3-v6,2025-12-19,resultsFirstSubmitDate,2025-12-19,2024-11-20,ACTUAL,2024-11-20,ACTUAL,2024-11-20,ACTUAL,2024-11-20,ACTUAL,8,5,3,146,fda_proxy
NCT05119582,4,4,4,3,NCT05119582:v4-v4,2024-07-18,resultsFirstSubmitDate,2024-07-18,2024-01-17,ACTUAL,2024-01-17,ACTUAL,2024-01-01,ESTIMATED,2024-01-17,ACTUAL,5,5,0,146,nonfda_control
NCT04231825,4,4,5,3,NCT04231825:v4-v5,2021-08-11,resultsFirstSubmitDate,2021-08-11,2020-08-15,ACTUAL,2020-08-15,ACTUAL,2020-08-15,ACTUAL,2020-08-15,ACTUAL,7,6,1,147,fda_proxy
NCT03542019,5,5,5,4,NCT03542019:v5-v5,2021-09-08,resultsFirstSubmitDate,2021-11-03,2020-12-31,ACTUAL,2020-12-31,ACTUAL,2020-12-31,ACTUAL,2020-12-31,ACTUAL,6,6,0,147,nonfda_control
NCT02805972,9,9,12,8,NCT02805972:v9-v12,2021-07-15,resultsFirstSubmitDate,2021-07-15,2018-07-25,ACTUAL,2018-07-25,ACTUAL,2018-07-25,ACTUAL,2018-07-25,ACTUAL,13,10,3,148,fda_proxy
NCT03152019,7,7,7,6,NCT03152019:v7-v7,2020-06-12,resultsFirstSubmitDate,2020-06-12,2018-11-08,ACTUAL,2018-11-08,ACTUAL,2018-11-08,ACTUAL,2018-11-08,ACTUAL,8,8,0,148,nonfda_control
NCT02952222,11,11,13,10,NCT02952222:v11-v13,2023-05-25,resultsFirstSubmitDate,2023-05-25,2019-09-11,ACTUAL,2019-09-11,ACTUAL,2023-07-11,ESTIMATED,2019-09-11,ACTUAL,14,12,2,149,fda_proxy
NCT03374358,5,5,5,4,NCT03374358:v5-v5,2021-05-19,resultsFirstSubmitDate,2021-06-15,2019-11-02,ACTUAL,2019-11-02,ACTUAL,2019-11-02,ACTUAL,2019-11-02,ACTUAL,8,8,0,149,nonfda_control
NCT02357979,13,13,13,12,NCT02357979:v13-v13,2020-12-08,resultsFirstSubmitDate,2020-12-08,2020-01-31,ACTUAL,2020-01-31,ACTUAL,2020-01-31,ACTUAL,2020-01-31,ACTUAL,15,15,0,150,fda_proxy
NCT03983109,1,1,1,0,NCT03983109:v1-v1,2021-08-25,resultsFirstSubmitDate,2024-01-25,2020-06-01,ACTUAL,2020-06-01,ACTUAL,2019-09,ESTIMATED,2020-06-01,ACTUAL,2,2,0,150,nonfda_control
NCT05096247,8,8,9,7,NCT05096247:v8-v9,2023-10-17,resultsFirstSubmitDate,2023-10-17,2022-09-13,ACTUAL,2022-09-13,ACTUAL,2022-09-13,ACTUAL,2022-09-13,ACTUAL,10,9,1,151,fda_proxy
NCT05353777,2,2,2,1,NCT05353777:v2-v2,2025-01-06,resultsFirstSubmitDate,2025-05-09,2022-08-29,ACTUAL,2022-08-29,ACTUAL,2022-08-29,ACTUAL,2022-08-29,ACTUAL,3,3,0,151,nonfda_control
NCT04008069,5,5,6,4,NCT04008069:v5-v6,2023-08-28,resultsFirstSubmitDate,2023-08-28,2022-07-26,ACTUAL,2022-07-26,ACTUAL,2022-09-20,ACTUAL,2022-07-26,ACTUAL,7,6,1,152,fda_proxy
NCT04615429,4,4,4,3,NCT04615429:v4-v4,2024-11-19,resultsFirstSubmitDate,2026-02-23,2022-01-01,ACTUAL,2022-01-01,ACTUAL,2022-01,ESTIMATED,2022-01-01,ACTUAL,5,5,0,152,nonfda_control
NCT03392532,4,4,4,3,NCT03392532:v4-v4,2019-01-07,resultsFirstSubmitDate,2019-01-07,2018-01-26,ACTUAL,2018-01-26,ACTUAL,2018-01-26,ACTUAL,2018-01-26,ACTUAL,5,5,0,153,fda_proxy
NCT02771522,4,4,4,3,NCT02771522:v4-v4,2019-02-19,resultsFirstSubmitDate,2019-02-26,2018-06-05,ACTUAL,2018-06-05,ACTUAL,2018-06-26,ESTIMATED,2018-06-05,ACTUAL,5,5,0,153,nonfda_control
NCT04046250,4,4,5,3,NCT04046250:v4-v5,2021-04-14,resultsFirstSubmitDate,2021-04-14,2019-10-10,ACTUAL,2019-10-10,ACTUAL,2019-10-10,ACTUAL,2019-10-10,ACTUAL,7,6,1,154,fda_proxy
NCT03368235,21,21,21,20,NCT03368235:v21-v21,2020-09-11,resultsFirstSubmitDate,2020-09-11,2019-11-12,ACTUAL,2019-11-12,ACTUAL,2019-11-12,ACTUAL,2019-11-12,ACTUAL,22,22,0,154,nonfda_control
NCT04795622,17,17,18,16,NCT04795622:v17-v18,2023-01-18,resultsFirstSubmitDate,2023-01-18,2022-01-18,ACTUAL,2022-01-18,ACTUAL,2022-01-18,ACTUAL,2022-01-18,ACTUAL,20,19,1,155,fda_proxy
NCT04973332,4,4,4,3,NCT04973332:v4-v4,2025-12-29,resultsFirstSubmitDate,2026-02-09,2022-04-07,ACTUAL,2022-04-07,ACTUAL,2022-04-07,ACTUAL,2022-04-07,ACTUAL,5,5,0,155,nonfda_control
NCT02535572,6,6,6,5,NCT02535572:v6-v6,2020-09-30,resultsFirstSubmitDate,2021-02-03,2019-06-10,ACTUAL,2019-06-10,ACTUAL,2019-06-10,ACTUAL,2019-06-10,ACTUAL,7,7,0,156,fda_proxy
NCT03321097,5,5,5,4,NCT03321097:v5-v5,2019-06-27,resultsFirstSubmitDate,2020-06-21,2019-05-07,ACTUAL,2019-05-07,ACTUAL,2019-03,ESTIMATED,2019-05-07,ACTUAL,6,6,0,156,nonfda_control
NCT03090256,8,8,8,7,NCT03090256:v8-v8,2019-08-30,resultsFirstSubmitDate,2019-08-30,2018-02-13,ACTUAL,2018-02-13,ACTUAL,,,2018-02-13,ACTUAL,9,9,0,157,fda_proxy
NCT03611491,2,2,2,1,NCT03611491:v2-v2,2024-12-17,resultsFirstSubmitDate,2025-03-10,2018-11-19,ACTUAL,2018-11-19,ACTUAL,2018-11-19,ACTUAL,2018-11-19,ACTUAL,3,3,0,157,nonfda_control
NCT04027439,2,2,3,1,NCT04027439:v2-v3,2020-12-03,resultsFirstSubmitDate,2020-12-03,2019-05-23,ACTUAL,2019-05-23,ACTUAL,2019-05-23,ACTUAL,2019-05-23,ACTUAL,5,4,1,158,fda_proxy
NCT03988335,6,6,6,5,NCT03988335:v6-v6,2021-11-01,resultsFirstSubmitDate,2021-12-10,2019-11-05,ACTUAL,2019-11-05,ACTUAL,2019-11-05,ACTUAL,2019-11-05,ACTUAL,8,8,0,158,nonfda_control
NCT04291066,3,3,6,2,NCT04291066:v3-v6,2024-06-27,resultsFirstSubmitDate,2024-06-27,2020-04-30,ACTUAL,2020-04-30,ACTUAL,2020-04-30,ACTUAL,2020-04-30,ACTUAL,7,4,3,159,fda_proxy
NCT03636893,9,9,9,8,NCT03636893:v9-v9,2020-06-03,resultsFirstSubmitDate,2020-06-03,2020-03-31,ACTUAL,2020-03-31,ACTUAL,2020-03-31,ACTUAL,2020-03-31,ACTUAL,12,12,0,159,nonfda_control
NCT03541174,35,35,38,34,NCT03541174:v35-v38,2022-11-08,resultsFirstSubmitDate,2022-11-08,2021-05-14,ACTUAL,2021-05-14,ACTUAL,2021-05-14,ACTUAL,2021-05-14,ACTUAL,39,36,3,160,fda_proxy
NCT03676192,4,4,4,3,NCT03676192:v4-v4,2024-04-19,resultsFirstSubmitDate,2025-02-19,2021-04-22,ACTUAL,2021-04-22,ACTUAL,2021-04-22,ACTUAL,2021-04-22,ACTUAL,5,5,0,160,nonfda_control
NCT03503162,3,3,6,2,NCT03503162:v3-v6,2020-09-14,resultsFirstSubmitDate,2020-09-14,2019-05-20,ACTUAL,2019-05-20,ACTUAL,2019-05-20,ACTUAL,2019-05-20,ACTUAL,7,4,3,161,fda_proxy
NCT04018924,3,3,3,2,NCT04018924:v3-v3,2021-03-26,resultsFirstSubmitDate,2021-04-28,2019-11-17,ACTUAL,2019-11-17,ACTUAL,2019-11-17,ACTUAL,2019-11-17,ACTUAL,4,4,0,161,nonfda_control
NCT03912233,9,9,9,8,NCT03912233:v9-v9,2021-10-13,resultsFirstSubmitDate,2023-03-29,2019-12-10,ACTUAL,2019-12-10,ACTUAL,2019-10-22,ACTUAL,2019-12-10,ACTUAL,10,10,0,162,fda_proxy
NCT03229252,12,12,12,11,NCT03229252:v12-v12,2019-08-26,resultsFirstSubmitDate,2019-12-06,2019-06-20,ACTUAL,2019-06-20,ACTUAL,2019-06-20,ESTIMATED,2019-06-20,ACTUAL,13,13,0,162,nonfda_control
NCT04657016,26,26,27,25,NCT04657016:v26-v27,2024-04-16,resultsFirstSubmitDate,2024-04-16,2023-04-20,ACTUAL,2023-04-20,ACTUAL,2023-04-20,ACTUAL,2023-04-20,ACTUAL,28,27,1,163,fda_proxy
NCT04934072,7,7,7,6,NCT04934072:v7-v7,2024-08-06,resultsFirstSubmitDate,2025-02-06,2023-08-07,ACTUAL,2023-08-07,ACTUAL,2023-08-07,ACTUAL,2023-08-07,ACTUAL,8,8,0,163,nonfda_control
NCT04109222,4,4,4,3,NCT04109222:v4-v4,2020-11-20,resultsFirstSubmitDate,2020-11-20,2019-12-10,ACTUAL,2019-12-10,ACTUAL,2019-12-10,ACTUAL,2019-12-10,ACTUAL,8,8,0,164,fda_proxy
NCT03020992,20,20,20,19,NCT03020992:v20-v20,2020-12-02,resultsFirstSubmitDate,2020-12-02,2019-12-04,ACTUAL,2019-12-04,ACTUAL,2019-12-04,ACTUAL,2019-12-04,ACTUAL,23,23,0,164,nonfda_control
NCT03583333,105,105,105,104,NCT03583333:v105-v105,2023-05-26,resultsFirstSubmitDate,2023-06-27,2022-07-12,ACTUAL,2022-07-12,ACTUAL,2022-07-12,ACTUAL,2022-07-12,ACTUAL,107,107,0,165,fda_proxy
NCT03528681,26,26,26,25,NCT03528681:v26-v26,2023-09-14,resultsFirstSubmitDate,2025-05-13,2022-09-15,ACTUAL,2022-09-15,ACTUAL,2022-09-15,ACTUAL,2022-09-15,ACTUAL,27,27,0,165,nonfda_control
NCT05126563,7,7,8,6,NCT05126563:v7-v8,2024-10-04,resultsFirstSubmitDate,2024-10-04,2024-04-02,ACTUAL,2024-04-02,ACTUAL,2024-04-02,ACTUAL,2024-04-02,ACTUAL,10,9,1,166,fda_proxy
NCT03806452,11,11,11,10,NCT03806452:v11-v11,2025-04-07,resultsFirstSubmitDate,2025-04-28,2024-05-30,ACTUAL,2024-05-30,ACTUAL,2024-05-30,ACTUAL,2024-05-30,ACTUAL,12,12,0,166,nonfda_control
NCT05903495,4,4,5,3,NCT05903495:v4-v5,2025-08-21,resultsFirstSubmitDate,2025-08-21,2023-10-17,ACTUAL,2023-10-17,ACTUAL,2023-10-17,ACTUAL,2023-10-17,ACTUAL,6,5,1,167,fda_proxy
NCT05814471,2,2,2,1,NCT05814471:v2-v2,2025-04-11,resultsFirstSubmitDate,2025-07-10,2023-09-27,ACTUAL,2023-09-27,ACTUAL,2024-09-30,ESTIMATED,2023-09-27,ACTUAL,3,3,0,167,nonfda_control
NCT03235739,13,13,15,12,NCT03235739:v13-v15,2022-09-14,resultsFirstSubmitDate,2023-02-23,2021-05-31,ACTUAL,2021-05-31,ACTUAL,2021-05-31,ACTUAL,2021-05-31,ACTUAL,16,14,2,168,fda_proxy
NCT03431584,13,13,13,12,NCT03431584:v13-v13,2023-10-30,resultsFirstSubmitDate,2025-09-09,2021-05-28,ACTUAL,2021-05-28,ACTUAL,2021-05-28,ACTUAL,2021-05-28,ACTUAL,15,15,0,168,nonfda_control
NCT03348423,2,2,2,1,NCT03348423:v2-v2,2023-04-28,resultsFirstSubmitDate,2023-04-28,2018-01-18,ACTUAL,2018-01-18,ACTUAL,2018-01-18,ACTUAL,2018-01-18,ACTUAL,3,3,0,169,fda_proxy
NCT03444584,6,6,6,5,NCT03444584:v6-v6,2019-12-05,resultsFirstSubmitDate,2020-01-07,2018-12-06,ACTUAL,2018-12-06,ACTUAL,2018-12-06,ACTUAL,2018-12-06,ACTUAL,7,7,0,169,nonfda_control
NCT03086460,6,6,7,5,NCT03086460:v6-v7,2021-06-17,resultsFirstSubmitDate,2021-06-17,2018-07-23,ACTUAL,2018-07-23,ACTUAL,2018-07-23,ACTUAL,2018-07-23,ACTUAL,8,7,1,170,fda_proxy
NCT02991859,15,15,15,14,NCT02991859:v15-v15,2019-12-19,resultsFirstSubmitDate,2020-03-26,2018-12-20,ACTUAL,2018-12-20,ACTUAL,2018-12-20,ACTUAL,2018-12-20,ACTUAL,17,17,0,170,nonfda_control
NCT02513485,12,12,12,11,NCT02513485:v12-v12,2022-02-28,resultsFirstSubmitDate,2022-05-13,2020-02-21,ACTUAL,2020-02-21,ACTUAL,2020-02-21,ACTUAL,2020-02-21,ACTUAL,14,14,0,171,fda_proxy
NCT02668016,5,5,5,4,NCT02668016:v5-v5,2021-11-09,resultsFirstSubmitDate,2024-08-01,2020-10-31,ACTUAL,2020-10-31,ACTUAL,2020-03-15,ACTUAL,2020-10-31,ACTUAL,6,6,0,171,nonfda_control
NCT03900845,8,8,9,7,NCT03900845:v8-v9,2025-12-17,resultsFirstSubmitDate,2025-12-17,2022-06-28,ACTUAL,2022-06-28,ACTUAL,2022-06-28,ACTUAL,2022-06-28,ACTUAL,10,9,1,172,fda_proxy
NCT05076045,5,5,5,4,NCT05076045:v5-v5,2023-07-20,resultsFirstSubmitDate,2024-11-28,2022-10-01,ACTUAL,2022-10-01,ACTUAL,2022-10-01,ACTUAL,2022-10-01,ACTUAL,6,6,0,172,nonfda_control
NCT03532295,29,29,30,28,NCT03532295:v29-v30,2025-07-11,resultsFirstSubmitDate,2025-07-11,2024-07-26,ACTUAL,2024-07-26,ACTUAL,2024-07-26,ACTUAL,2024-07-26,ACTUAL,32,31,1,173,fda_proxy
NCT04431713,2,2,2,1,NCT04431713:v2-v2,2025-05-12,resultsFirstSubmitDate,2025-06-18,2024-03-22,ACTUAL,2024-03-22,ACTUAL,2022-04-26,ESTIMATED,2024-03-22,ACTUAL,3,3,0,173,nonfda_control
NCT02544113,6,6,6,5,NCT02544113:v6-v6,2021-02-22,resultsFirstSubmitDate,2021-05-05,2018-06-26,ACTUAL,2018-06-26,ACTUAL,2020-09,ESTIMATED,2018-06-26,ACTUAL,7,7,0,174,fda_proxy
NCT02630693,17,17,17,16,NCT02630693:v17-v17,2019-02-20,resultsFirstSubmitDate,2019-08-06,2018-08-15,ACTUAL,2018-08-15,ACTUAL,2018-08-15,ACTUAL,2018-08-15,ACTUAL,23,23,0,174,nonfda_control
NCT03430245,3,3,3,2,NCT03430245:v3-v3,2019-12-10,resultsFirstSubmitDate,2019-12-10,2019-05-30,ACTUAL,2019-05-30,ACTUAL,2019-05-30,ESTIMATED,2019-05-30,ACTUAL,5,5,0,175,fda_proxy
NCT04147442,2,2,2,1,NCT04147442:v2-v2,2020-07-28,resultsFirstSubmitDate,2021-08-17,2019-11-30,ACTUAL,2019-11-30,ACTUAL,2019-11-30,ACTUAL,2019-11-30,ACTUAL,3,3,0,175,nonfda_control
NCT03340350,3,3,4,2,NCT03340350:v3-v4,2020-05-20,resultsFirstSubmitDate,2020-05-20,2018-06-01,ACTUAL,2018-06-01,ACTUAL,2018-06-01,ACTUAL,2018-06-01,ACTUAL,6,5,1,176,fda_proxy
NCT02874066,10,10,10,9,NCT02874066:v10-v10,2019-02-10,resultsFirstSubmitDate,2019-05-10,2018-10-30,ACTUAL,2018-10-30,ACTUAL,2018-10-30,ESTIMATED,2018-10-30,ACTUAL,11,11,0,176,nonfda_control
NCT03878758,2,2,2,1,NCT03878758:v2-v2,2019-10-31,resultsFirstSubmitDate,2020-02-24,2019-04-30,ACTUAL,2019-04-30,ACTUAL,2019-04-30,ACTUAL,2019-04-30,ACTUAL,3,3,0,177,fda_proxy
NCT03289052,3,3,3,2,NCT03289052:v3-v3,2020-11-04,resultsFirstSubmitDate,2021-02-19,2019-01-30,ACTUAL,2019-01-30,ACTUAL,2019-01-30,ACTUAL,2019-01-31,ACTUAL,6,6,0,177,nonfda_control
NCT02134028,71,71,71,70,NCT02134028:v71-v71,2020-10-05,resultsFirstSubmitDate,2020-10-28,2019-10-11,ACTUAL,2019-10-11,ACTUAL,2019-10-11,ACTUAL,2019-10-11,ACTUAL,73,73,0,178,fda_proxy
NCT02866175,14,14,14,13,NCT02866175:v14-v14,2020-04-07,resultsFirstSubmitDate,2020-04-24,2019-06-06,ACTUAL,2019-06-06,ACTUAL,2019-06-06,ACTUAL,2019-06-06,ACTUAL,15,15,0,178,nonfda_control
NCT04146363,29,29,30,28,NCT04146363:v29-v30,2022-06-20,resultsFirstSubmitDate,2022-06-20,2021-06-21,ACTUAL,2021-06-21,ACTUAL,2021-06-21,ACTUAL,2021-06-21,ACTUAL,32,31,1,179,fda_proxy
NCT03436693,6,6,6,5,NCT03436693:v6-v6,2023-03-30,resultsFirstSubmitDate,2024-01-28,2021-01-21,ACTUAL,2021-01-21,ACTUAL,2021-01-21,ACTUAL,2021-01-21,ACTUAL,8,8,0,179,nonfda_control
NCT04506775,8,8,11,7,NCT04506775:v8-v11,2025-02-05,resultsFirstSubmitDate,2025-02-05,2024-04-18,ACTUAL,2024-04-18,ACTUAL,2024-04-18,ACTUAL,2024-04-18,ACTUAL,12,9,3,180,fda_proxy
NCT06050720,7,7,7,6,NCT06050720:v7-v7,2025-12-05,resultsFirstSubmitDate,2026-04-21,2024-08-31,ACTUAL,2024-08-31,ACTUAL,2024-08-31,ACTUAL,2024-08-31,ACTUAL,9,9,0,180,nonfda_control
NCT05252871,3,3,6,2,NCT05252871:v3-v6,2023-12-13,resultsFirstSubmitDate,2023-12-13,2022-06-06,ACTUAL,2022-06-06,ACTUAL,2022-06-06,ACTUAL,2022-06-06,ACTUAL,7,4,3,181,fda_proxy
NCT05307887,3,3,3,2,NCT05307887:v3-v3,2023-04-14,resultsFirstSubmitDate,2024-03-06,2022-10-11,ACTUAL,2022-10-11,ACTUAL,2022-10,ESTIMATED,2022-10-11,ACTUAL,4,4,0,181,nonfda_control
NCT03901339,35,35,35,34,NCT03901339:v35-v35,2024-09-25,resultsFirstSubmitDate,2024-09-25,2023-10-20,ACTUAL,2023-10-20,ACTUAL,2023-10-20,ACTUAL,2023-10-20,ACTUAL,36,36,0,182,fda_proxy
NCT05338086,9,9,9,8,NCT05338086:v9-v9,2024-12-10,resultsFirstSubmitDate,2025-03-17,2023-12-14,ACTUAL,2023-12-14,ACTUAL,2023-12-14,ACTUAL,2023-12-14,ACTUAL,10,10,0,182,nonfda_control
NCT05478525,8,8,9,7,NCT05478525:v8-v9,2025-01-15,resultsFirstSubmitDate,2025-01-15,2023-03-14,ACTUAL,2023-03-14,ACTUAL,2023-03-14,ACTUAL,2023-03-14,ACTUAL,10,9,1,183,fda_proxy
NCT04683029,37,37,37,36,NCT04683029:v37-v37,2024-05-14,resultsFirstSubmitDate,2024-10-03,2023-05-17,ACTUAL,2023-05-17,ACTUAL,2023-05-17,ACTUAL,2023-05-17,ACTUAL,46,46,0,183,nonfda_control
NCT02019667,50,50,50,49,NCT02019667:v50-v50,2019-11-21,resultsFirstSubmitDate,2020-02-18,2019-01-31,ACTUAL,2019-01-31,ACTUAL,2019-01-31,ACTUAL,2019-01-31,ACTUAL,51,51,0,184,fda_proxy
NCT03799783,2,2,2,1,NCT03799783:v2-v2,2020-11-27,resultsFirstSubmitDate,2020-12-22,2019-02-28,ACTUAL,2019-02-28,ACTUAL,2019-02-28,ACTUAL,2019-02-28,ACTUAL,4,4,0,184,nonfda_control
NCT02935634,46,46,46,45,NCT02935634:v46-v46,2023-05-09,resultsFirstSubmitDate,2023-05-09,2022-05-11,ACTUAL,2022-05-11,ACTUAL,2023-05-21,ESTIMATED,2022-05-11,ACTUAL,47,47,0,185,fda_proxy
NCT03083041,3,3,3,2,NCT03083041:v3-v3,2023-05-05,resultsFirstSubmitDate,2026-03-02,2022-04-22,ACTUAL,2022-04-22,ACTUAL,2022-04-22,ACTUAL,2022-04-22,ACTUAL,4,4,0,185,nonfda_control
NCT04506502,1,1,2,0,NCT04506502:v1-v2,2025-04-07,resultsFirstSubmitDate,2025-04-07,2021-05-18,ACTUAL,2021-05-18,ACTUAL,2021-05,ESTIMATED,2021-05-18,ACTUAL,3,2,1,186,fda_proxy
NCT04761926,2,2,2,1,NCT04761926:v2-v2,2022-11-28,resultsFirstSubmitDate,2025-07-11,2021-02-24,ACTUAL,2021-02-24,ACTUAL,2021-02-24,ACTUAL,2021-02-24,ACTUAL,3,3,0,186,nonfda_control
NCT05443256,6,6,8,5,NCT05443256:v6-v8,2024-11-06,resultsFirstSubmitDate,2024-11-06,2023-11-17,ACTUAL,2023-11-17,ACTUAL,2023-11-17,ACTUAL,2023-11-17,ACTUAL,9,7,2,187,fda_proxy
NCT04683887,5,5,5,4,NCT04683887:v5-v5,2024-08-02,resultsFirstSubmitDate,2025-08-11,2023-03-23,ACTUAL,2023-03-23,ACTUAL,2023-03-23,ACTUAL,2023-03-23,ACTUAL,7,7,0,187,nonfda_control
NCT03149055,8,8,8,7,NCT03149055:v8-v8,2020-08-05,resultsFirstSubmitDate,2020-08-05,2019-08-20,ACTUAL,2019-08-20,ACTUAL,2021-05,ESTIMATED,2019-08-20,ACTUAL,13,13,0,188,fda_proxy
NCT03095274,15,15,15,14,NCT03095274:v15-v15,2023-05-17,resultsFirstSubmitDate,2024-11-25,2019-11-30,ACTUAL,2019-11-30,ACTUAL,2019-11-30,ACTUAL,2019-11-30,ACTUAL,16,16,0,188,nonfda_control
NCT03264157,8,8,8,7,NCT03264157:v8-v8,2020-01-30,resultsFirstSubmitDate,2020-01-30,2018-03-02,ACTUAL,2018-03-02,ACTUAL,2018-07-13,ACTUAL,2018-03-02,ACTUAL,10,10,0,189,fda_proxy
NCT03723980,2,2,2,1,NCT03723980:v2-v2,2018-11-04,resultsFirstSubmitDate,2019-03-03,2018-04-24,ACTUAL,2018-04-24,ACTUAL,2018-04-24,ACTUAL,2018-04-24,ACTUAL,3,3,0,189,nonfda_control
NCT02286726,27,27,27,26,NCT02286726:v27-v27,2020-12-11,resultsFirstSubmitDate,2021-01-08,2020-01-22,ACTUAL,2020-01-22,ACTUAL,2020-01-22,ACTUAL,2020-01-22,ACTUAL,44,44,0,190,fda_proxy
NCT04011033,1,1,1,0,NCT04011033:v1-v1,2021-12-23,resultsFirstSubmitDate,2024-09-28,2020-03-01,ACTUAL,2020-03-01,ACTUAL,2020-12-31,ESTIMATED,2020-03-01,ACTUAL,2,2,0,190,nonfda_control
NCT05373862,9,9,9,8,NCT05373862:v9-v9,2024-02-13,resultsFirstSubmitDate,2024-02-13,2023-02-20,ACTUAL,2023-02-20,ACTUAL,2023-02-20,ACTUAL,2023-02-20,ACTUAL,13,13,0,191,fda_proxy
NCT05626686,3,3,3,2,NCT05626686:v3-v3,2023-10-23,resultsFirstSubmitDate,2023-10-23,2023-03-30,ACTUAL,2023-03-30,ACTUAL,2023-03-30,ACTUAL,2023-03-30,ACTUAL,4,4,0,191,nonfda_control
